phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
red_blood_cell_count	16	67229794	67229850	16_66770531_68546668	AGC	{12.0: 0.00%, 13.0: 0.39%, 15.0: 0.00%, 16.0: 0.00%, 17.0: 0.24%, 18.0: 0.03%, 19.0: 96.60%, 20.0: 2.30%, 21.0: 0.00%, 22.0: 0.02%, 23.0: 0.10%, 24.0: 0.31%}	1.08e-13	-	CDS,three_prime_UTR:E2F4:protein_coding	confidently	0.999352349369965	1.0	0.998999172240085	1.0	1.0	1.0	1.0	1.0	0.996876840833405	1.0	1.0	0.839, 0.0171, 0.677, 0.483, 0.139	NA, -, NA, NA, NA	{12.0: 0.28%, 13.0: 0.06%, 15.0: 0.01%, 16.0: 1.99%, 17.0: 0.02%, 18.0: 0.00%, 19.0: 89.23%, 20.0: 2.99%, 21.0: 0.00%, 22.0: 4.57%, 23.0: 0.80%, 24.0: 0.05%}	{12.0: 0.01%, 13.0: 0.06%, 15.0: 0.00%, 16.0: 0.02%, 17.0: 0.00%, 18.0: 0.02%, 19.0: 98.32%, 20.0: 1.44%, 21.0: 0.05%, 22.0: 0.05%, 23.0: 0.00%, 24.0: 0.03%}	{12.0: 0.00%, 16.0: 0.00%, 17.0: 0.00%, 18.0: 0.01%, 19.0: 96.13%, 20.0: 2.11%, 21.0: 1.71%, 22.0: 0.03%, 23.0: 0.00%}	{12.0: 0.00%, 13.0: 0.24%, 15.0: 0.00%, 16.0: 0.00%, 17.0: 0.19%, 18.0: 0.02%, 19.0: 96.77%, 20.0: 2.29%, 21.0: 0.01%, 22.0: 0.00%, 23.0: 0.07%, 24.0: 0.41%}	{12.0: 0.01%, 13.0: 0.35%, 15.0: 0.00%, 16.0: 0.03%, 17.0: 0.17%, 18.0: 0.03%, 19.0: 96.14%, 20.0: 2.90%, 21.0: 0.01%, 22.0: 0.08%, 23.0: 0.08%, 24.0: 0.21%}
red_blood_cell_count	17	44084292	44084364	17_42934895_45437659	AAAAT	{11.6: 22.88%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.60%, 14.6: 57.65%, 15.6: 0.15%, 17.6: 0.00%}	2.01e-80	-	intron:MAPT:protein_coding	not	0.0	0.0										0.944, 0.0958, 0.166, 5.57e-7, 0.000326	NA, NA, NA, -, -	{11.6: 2.16%, 12.6: 5.66%, 12.8: 1.77%, 13.6: 18.38%, 14.6: 67.56%, 15.6: 3.88%, 17.6: 0.58%}	{11.6: 8.26%, 12.6: 0.61%, 12.8: 0.01%, 13.6: 15.15%, 14.6: 75.89%, 15.6: 0.07%, 17.6: 0.00%}	{11.6: 0.53%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 27.92%, 14.6: 69.84%, 15.6: 1.56%, 17.6: 0.00%}	{11.6: 20.93%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 19.68%, 14.6: 58.53%, 15.6: 0.14%, 17.6: 0.00%}	{11.6: 21.58%, 12.6: 0.79%, 12.8: 0.02%, 13.6: 16.63%, 14.6: 60.78%, 15.6: 0.19%, 17.6: 0.00%}
red_blood_cell_count	17	59450454	59450467	17_58504823_59615235	A	{12.0: 0.00%, 13.0: 81.08%, 14.0: 18.87%, 15.0: 0.04%}	5.92e-27	+	multigene;intron:RP11-332H18.5:lncRNA;intron:BCAS3:protein_coding	confidently	0.982807741736632	1.0	0.9792692486766	1.0	1.0	1.0	1.0	1.0	0.907855009151142	1.0	1.0	0.195, 0.302, 0.0381, 0.277, 0.155	NA, NA, +, NA, NA	{12.0: 1.09%, 13.0: 44.48%, 14.0: 54.43%, 15.0: 0.01%}	{12.0: 0.00%, 13.0: 68.65%, 14.0: 31.23%, 15.0: 0.12%}	{12.0: 0.00%, 13.0: 57.45%, 14.0: 42.43%, 15.0: 0.13%}	{12.0: 0.00%, 13.0: 82.02%, 14.0: 17.93%, 15.0: 0.05%}	{12.0: 0.01%, 13.0: 78.48%, 14.0: 21.45%, 15.0: 0.06%}
red_blood_cell_count	19	4426165	4426182	19_3850487_4636955	A	{16.0: 0.52%, 17.0: 69.97%, 18.0: 29.52%}	1.34e-13	+	intron:CHAF1A:protein_coding	not	0.314886687480176	0.511451										0.215, 0.0166, 0.566, 0.326, 0.354	NA, +, NA, NA, NA	{16.0: 0.04%, 17.0: 89.30%, 18.0: 10.66%}	{16.0: 0.03%, 17.0: 76.40%, 18.0: 23.57%}	{16.0: 0.00%, 17.0: 89.63%, 18.0: 10.37%}	{16.0: 0.28%, 17.0: 69.65%, 18.0: 30.07%}	{16.0: 0.34%, 17.0: 71.46%, 18.0: 28.19%}
red_blood_cell_count	22	32897470	32897484	22_32733484_33034251	A	{10.0: 0.00%, 13.0: 21.67%, 14.0: 38.20%, 15.0: 39.96%, 16.0: 0.16%, 18.0: 0.02%}	1.92e-33	-	intergenic	doubly	0.982592339253045	0.911992	0.996510090714787	0.781093	0.93834	0.844386	0.953288	0.864506	0.860171729328661	0.548683	0.212519	0.78, 0.0357, 0.199, 0.242, 0.398	NA, -, NA, NA, NA	{10.0: 0.01%, 13.0: 9.35%, 14.0: 42.68%, 15.0: 41.28%, 16.0: 0.92%, 18.0: 5.77%}	{10.0: 0.10%, 13.0: 13.16%, 14.0: 37.80%, 15.0: 48.63%, 16.0: 0.29%, 18.0: 0.02%}	{10.0: 0.01%, 13.0: 12.92%, 14.0: 54.39%, 15.0: 31.96%, 16.0: 0.71%, 18.0: 0.00%}	{10.0: 0.00%, 13.0: 22.42%, 14.0: 39.60%, 15.0: 37.80%, 16.0: 0.15%, 18.0: 0.02%}	{10.0: 0.00%, 13.0: 21.00%, 14.0: 37.75%, 15.0: 41.01%, 16.0: 0.20%, 18.0: 0.05%}
red_blood_cell_distribution_width	2	8761094	8761150	2_8564731_8897936	AC	{23.5: 0.67%, 25.5: 0.47%, 26.5: 37.76%, 27.5: 1.37%, 28.5: 20.06%, 29.5: 35.44%, 30.5: 4.05%, 31.5: 0.18%}	1.05e-82	+	intron:AC011747.6:lncRNA	not	0.0	0.0										0.266, 0.0012, 0.609, 1.45e-6, 7.77e-8	NA, +, NA, +, +	{23.5: 0.06%, 25.5: 0.08%, 26.5: 47.21%, 27.5: 12.23%, 28.5: 22.49%, 29.5: 17.40%, 30.5: 0.52%, 31.5: 0.02%}	{23.5: 0.08%, 25.5: 0.18%, 26.5: 39.77%, 27.5: 1.80%, 28.5: 18.67%, 29.5: 36.42%, 30.5: 2.58%, 31.5: 0.51%}	{25.5: 0.02%, 26.5: 56.74%, 27.5: 1.98%, 28.5: 17.95%, 29.5: 21.84%, 30.5: 1.16%, 31.5: 0.31%}	{23.5: 0.72%, 25.5: 0.35%, 26.5: 38.65%, 27.5: 1.28%, 28.5: 18.93%, 29.5: 35.44%, 30.5: 4.53%, 31.5: 0.11%}	{23.5: 0.46%, 25.5: 0.38%, 26.5: 37.97%, 27.5: 1.39%, 28.5: 20.49%, 29.5: 34.99%, 30.5: 4.13%, 31.5: 0.19%}
red_blood_cell_distribution_width	2	24208473	24208487	2_23946427_24489094	A	{15.0: 25.02%, 16.0: 54.77%, 17.0: 5.68%, 18.0: 12.08%, 21.0: 2.33%, 22.0: 0.13%}	1.3e-11	-	intron:UBXN2A:protein_coding	not	0.0	0.779039										0.0902, 0.463, 0.452, 0.461, 0.285	NA, NA, NA, NA, NA	{15.0: 43.41%, 16.0: 44.79%, 17.0: 2.81%, 18.0: 8.76%, 21.0: 0.22%}	{15.0: 17.16%, 16.0: 61.55%, 17.0: 9.22%, 18.0: 11.51%, 21.0: 0.35%, 22.0: 0.20%}	{15.0: 15.42%, 16.0: 77.22%, 17.0: 3.21%, 18.0: 4.14%, 21.0: 0.01%}	{15.0: 24.87%, 16.0: 53.30%, 17.0: 6.85%, 18.0: 13.02%, 21.0: 1.82%, 22.0: 0.15%}	{15.0: 23.29%, 16.0: 57.44%, 17.0: 5.30%, 18.0: 11.91%, 21.0: 1.94%, 22.0: 0.10%}
red_blood_cell_distribution_width	3	171498332	171498342	3_171111881_171974419	A	{9.0: 43.29%, 10.0: 39.57%, 11.0: 17.14%}	4.3e-72	+	intron:PLD1:protein_coding	singly	1.0	0.0	0.999999999999962	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0947758	0.00462, 0.00705, 0.0444, 0.000528, 0.00733	+, +, +, +, +	{9.0: 18.02%, 10.0: 31.25%, 11.0: 50.73%}	{9.0: 34.65%, 10.0: 38.60%, 11.0: 26.74%}	{9.0: 36.93%, 10.0: 28.53%, 11.0: 34.54%}	{9.0: 41.16%, 10.0: 38.80%, 11.0: 20.03%}	{9.0: 40.42%, 10.0: 44.30%, 11.0: 15.28%}
red_blood_cell_distribution_width	4	39923204	39923225	4_39577077_40174517	A	{21.0: 24.59%, 22.0: 63.01%, 23.0: 12.41%}	8.44e-19	-	intron:PDS5A:protein_coding	confidently	0.999025889033931	1.0	0.996723949331591	0.871624	0.862845	0.914275	0.871035	0.943936	0.996114372494692	0.610377	0.627321	0.164, 0.172, 0.612, 0.0888, 0.666	NA, NA, NA, NA, NA	{21.0: 7.53%, 22.0: 85.29%, 23.0: 7.17%}	{21.0: 29.65%, 22.0: 51.01%, 23.0: 19.34%}	{21.0: 23.83%, 22.0: 55.84%, 23.0: 20.33%}	{21.0: 26.77%, 22.0: 60.08%, 23.0: 13.14%}	{21.0: 25.06%, 22.0: 63.59%, 23.0: 11.34%}
red_blood_cell_distribution_width	5	53638136	53638171	5_53477365_53803062	AAT	{10.0: 0.09%, 11.0: 41.09%, 12.0: 19.03%, 13.0: 6.24%, 14.0: 17.21%, 15.0: 14.33%, 16.0: 1.75%, 17.0: 0.24%, 18.0: 0.02%}	7.23e-20	+	intron:LINC01033:lncRNA	confidently	0.998319303535517	0.967443	0.998616200844176	0.994573	0.940362	0.989247	1.0	0.967443	0.993070390109422	0.713775	1.0	0.266, 0.84, 0.519, 0.0612, 0.135	NA, NA, NA, NA, NA	{10.0: 10.32%, 11.0: 13.54%, 12.0: 22.15%, 13.0: 8.45%, 14.0: 12.99%, 15.0: 28.50%, 16.0: 3.14%, 17.0: 0.69%, 18.0: 0.22%}	{10.0: 0.11%, 11.0: 32.28%, 12.0: 19.89%, 13.0: 13.10%, 14.0: 10.70%, 15.0: 15.12%, 16.0: 3.36%, 17.0: 4.37%, 18.0: 1.08%}	{10.0: 0.01%, 11.0: 0.54%, 12.0: 15.91%, 13.0: 32.25%, 14.0: 4.17%, 15.0: 26.16%, 16.0: 8.62%, 17.0: 9.22%, 18.0: 3.12%}	{10.0: 0.11%, 11.0: 41.92%, 12.0: 18.43%, 13.0: 6.27%, 14.0: 15.98%, 15.0: 15.12%, 16.0: 1.90%, 17.0: 0.25%, 18.0: 0.01%}	{10.0: 0.23%, 11.0: 41.25%, 12.0: 18.56%, 13.0: 7.03%, 14.0: 15.80%, 15.0: 14.52%, 16.0: 2.14%, 17.0: 0.42%, 18.0: 0.05%}
red_blood_cell_distribution_width	5	127349899	127349909	5_126862061_128748086	A	{11.0: 73.24%, 12.0: 26.51%, 13.0: 0.25%}	0.0	-	intron:LINC01184:lncRNA	not	0.0	0.0										0.179, 1.85e-7, 0.0192, 8.86e-16, 2.73e-17	NA, -, -, -, -	{11.0: 96.37%, 12.0: 3.60%, 13.0: 0.02%}	{11.0: 68.39%, 12.0: 31.34%, 13.0: 0.27%}	{11.0: 58.77%, 12.0: 41.22%, 13.0: 0.00%}	{11.0: 72.20%, 12.0: 27.66%, 13.0: 0.15%}	{11.0: 74.33%, 12.0: 25.46%, 13.0: 0.21%}
red_blood_cell_distribution_width	6	41787920	41787933	6_41500648_42180901	A	{12.0: 1.80%, 13.0: 73.96%, 14.0: 24.24%}	1.1e-22	-	multigene;intron:USP49:protein_coding;intron:RP5-973N23.5:protein_coding	not	0.0	0.0										0.986, 0.698, 0.204, 0.578, 0.93	NA, NA, NA, NA, NA	{12.0: 0.19%, 13.0: 68.39%, 14.0: 31.43%}	{12.0: 5.53%, 13.0: 72.84%, 14.0: 21.63%}	{12.0: 0.11%, 13.0: 81.94%, 14.0: 17.95%}	{12.0: 1.75%, 13.0: 75.24%, 14.0: 23.01%}	{12.0: 1.81%, 13.0: 74.06%, 14.0: 24.13%}
red_blood_cell_distribution_width	15	40312923	40312938	15_40120114_40507441	A	{15.0: 20.73%, 16.0: 79.27%}	5.76e-34	+	exon_other:EIF2AK4:protein_coding	not	0.0	0.0										0.0801, 0.853, 0.391, 0.0124, 0.432	NA, NA, NA, +, NA	{15.0: 38.38%, 16.0: 61.62%}	{15.0: 23.34%, 16.0: 76.66%}	{15.0: 40.43%, 16.0: 59.57%}	{15.0: 20.25%, 16.0: 79.75%}	{15.0: 19.49%, 16.0: 80.51%}
red_blood_cell_distribution_width	16	287713	287728	16_0_727973	A	{16.0: 79.72%, 17.0: 17.46%, 18.0: 2.82%}	6.44e-24	+	intron:FAM234A:protein_coding	not	0.0	0.0										0.298, 0.179, 0.527, 0.221, 4.07e-6	NA, NA, NA, NA, +	{16.0: 73.12%, 17.0: 26.63%, 18.0: 0.25%}	{16.0: 73.26%, 17.0: 26.52%, 18.0: 0.23%}	{16.0: 83.86%, 17.0: 15.93%, 18.0: 0.21%}	{16.0: 80.97%, 17.0: 16.66%, 18.0: 2.37%}	{16.0: 79.60%, 17.0: 18.20%, 18.0: 2.21%}
red_blood_cell_distribution_width	17	27842016	27842040	17_26226978_28117131	A	{21.0: 0.00%, 22.0: 48.21%, 23.0: 0.08%, 24.0: 31.23%, 25.0: 19.98%, 26.0: 0.48%}	4.36e-12	+	intron:TAOK1:protein_coding	not	0.0	0.0										0.109, 0.195, 0.952, 0.128, 0.0913	NA, NA, NA, NA, NA	{21.0: 4.42%, 22.0: 15.07%, 23.0: 0.00%, 24.0: 20.62%, 25.0: 59.41%, 26.0: 0.47%}	{21.0: 0.00%, 22.0: 36.71%, 23.0: 0.06%, 24.0: 35.68%, 25.0: 27.15%, 26.0: 0.40%}	{21.0: 0.00%, 22.0: 2.68%, 24.0: 30.43%, 25.0: 63.29%, 26.0: 3.59%}	{21.0: 0.01%, 22.0: 51.02%, 23.0: 0.07%, 24.0: 28.62%, 25.0: 19.78%, 26.0: 0.50%}	{21.0: 0.02%, 22.0: 47.74%, 23.0: 0.08%, 24.0: 31.00%, 25.0: 20.72%, 26.0: 0.45%}
red_blood_cell_distribution_width	17	30469471	30469520	17_30287357_30595028	CCG	{2.67: 0.04%, 3.67: 0.01%, 6.67: 0.01%, 7.67: 0.02%, 8.67: 5.54%, 9.67: 1.72%, 10.67: 3.20%, 11.67: 17.73%, 12.67: 2.48%, 13.67: 5.56%, 14.67: 9.56%, 15.67: 16.18%, 16.67: 24.18%, 17.67: 4.83%, 18.67: 3.03%, 19.67: 1.71%, 20.67: 1.00%, 21.67: 0.21%, 22.67: 0.27%, 23.67: 1.01%, 24.67: 0.25%, 25.67: 0.70%, 26.67: 0.05%, 29.67: 0.70%}	6.57e-13	+	multigene;exon_other:AC090616.2:lncRNA;five_prime_UTR:RHOT1:protein_coding	confidently	0.999277185098406	1.0	0.999266888931489	1.0	1.0	1.0	1.0	1.0	0.99732639654758	0.930436	1.0	0.834, 0.992, 0.0989, 0.527, 0.0235	NA, NA, NA, NA, +	{2.67: 0.02%, 3.67: 0.00%, 6.67: 8.98%, 7.67: 1.40%, 8.67: 1.91%, 9.67: 23.47%, 10.67: 1.11%, 11.67: 20.23%, 12.67: 1.45%, 13.67: 2.94%, 14.67: 9.89%, 15.67: 19.86%, 16.67: 4.92%, 17.67: 1.43%, 18.67: 0.52%, 19.67: 0.14%, 20.67: 1.03%, 21.67: 0.31%, 22.67: 0.03%, 23.67: 0.16%, 24.67: 0.03%, 25.67: 0.10%, 26.67: 0.00%, 29.67: 0.06%}	{2.67: 0.01%, 3.67: 0.02%, 6.67: 0.02%, 7.67: 0.19%, 8.67: 9.72%, 9.67: 1.67%, 10.67: 2.09%, 11.67: 24.87%, 12.67: 5.39%, 13.67: 5.58%, 14.67: 8.71%, 15.67: 19.09%, 16.67: 12.68%, 17.67: 3.07%, 18.67: 2.78%, 19.67: 0.79%, 20.67: 0.70%, 21.67: 0.16%, 22.67: 0.75%, 23.67: 0.61%, 24.67: 0.02%, 25.67: 0.80%, 26.67: 0.02%, 29.67: 0.25%}	{2.67: 0.00%, 3.67: 0.00%, 6.67: 0.01%, 7.67: 0.01%, 8.67: 13.50%, 9.67: 1.57%, 10.67: 0.19%, 11.67: 15.35%, 12.67: 0.93%, 13.67: 1.21%, 14.67: 2.41%, 15.67: 37.40%, 16.67: 20.25%, 17.67: 0.95%, 18.67: 4.08%, 19.67: 0.41%, 20.67: 1.29%, 21.67: 0.22%, 22.67: 0.00%, 23.67: 0.16%, 24.67: 0.02%, 25.67: 0.02%, 29.67: 0.01%}	{2.67: 0.03%, 3.67: 0.01%, 6.67: 0.02%, 7.67: 0.02%, 8.67: 6.67%, 9.67: 2.19%, 10.67: 2.95%, 11.67: 17.62%, 12.67: 2.70%, 13.67: 5.98%, 14.67: 8.03%, 15.67: 15.54%, 16.67: 24.75%, 17.67: 4.41%, 18.67: 3.22%, 19.67: 1.77%, 20.67: 0.87%, 21.67: 0.19%, 22.67: 0.23%, 23.67: 1.27%, 24.67: 0.30%, 25.67: 0.66%, 26.67: 0.03%, 29.67: 0.55%}	{2.67: 0.13%, 3.67: 0.02%, 6.67: 0.05%, 7.67: 0.05%, 8.67: 6.52%, 9.67: 2.36%, 10.67: 2.67%, 11.67: 17.49%, 12.67: 2.23%, 13.67: 5.81%, 14.67: 9.63%, 15.67: 17.32%, 16.67: 21.86%, 17.67: 4.43%, 18.67: 3.34%, 19.67: 1.79%, 20.67: 0.97%, 21.67: 0.31%, 22.67: 0.32%, 23.67: 1.08%, 24.67: 0.19%, 25.67: 0.85%, 26.67: 0.02%, 29.67: 0.54%}
red_blood_cell_distribution_width	17	33871548	33871564	17_33699531_34192892	A	{16.0: 2.20%, 17.0: 68.57%, 18.0: 18.87%, 19.0: 4.90%, 20.0: 1.62%, 21.0: 3.84%, 22.0: 0.00%}	5.28e-26	-	three_prime_UTR:SLFN14:protein_coding	singly	0.995610822930769	0.0	0.0	0.0	0.351974	0.0	0.0	0.0	0.967654359484311	0.0	0.0	0.649, 0.628, 0.559, 0.00694, 0.00785	NA, NA, NA, -, -	{16.0: 1.69%, 17.0: 41.22%, 18.0: 25.70%, 19.0: 22.58%, 20.0: 3.92%, 21.0: 4.60%, 22.0: 0.29%}	{16.0: 4.99%, 17.0: 56.40%, 18.0: 26.62%, 19.0: 4.24%, 20.0: 0.40%, 21.0: 7.36%, 22.0: 0.00%}	{16.0: 20.82%, 17.0: 60.78%, 18.0: 15.97%, 19.0: 1.17%, 20.0: 0.05%, 21.0: 1.22%}	{16.0: 2.07%, 17.0: 71.38%, 18.0: 16.63%, 19.0: 4.24%, 20.0: 1.66%, 21.0: 4.02%, 22.0: 0.00%}	{16.0: 2.22%, 17.0: 65.60%, 18.0: 20.70%, 19.0: 5.87%, 20.0: 1.81%, 21.0: 3.79%, 22.0: 0.01%}
red_blood_cell_distribution_width	17	44084292	44084364	17_43245481_45308152	AAAAT	{11.6: 22.88%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.59%, 14.6: 57.65%, 15.6: 0.15%, 17.6: 0.00%}	1.26e-70	-	intron:MAPT:protein_coding	singly	0.99918904475929	0.534938	0.999914473861628	0.993863	0.553089	0.722384	1.0	0.528819	0.999031730996379	0.229356	0.0981386	0.339, 0.103, 0.0128, 0.0465, 0.000517	NA, NA, -, -, -	{11.6: 2.18%, 12.6: 5.67%, 12.8: 1.78%, 13.6: 18.31%, 14.6: 67.57%, 15.6: 3.90%, 17.6: 0.58%}	{11.6: 8.31%, 12.6: 0.62%, 12.8: 0.01%, 13.6: 15.17%, 14.6: 75.81%, 15.6: 0.07%, 17.6: 0.00%}	{11.6: 0.53%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 27.84%, 14.6: 69.92%, 15.6: 1.55%, 17.6: 0.00%}	{11.6: 21.01%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 19.62%, 14.6: 58.51%, 15.6: 0.14%, 17.6: 0.00%}	{11.6: 21.58%, 12.6: 0.79%, 12.8: 0.02%, 13.6: 16.66%, 14.6: 60.76%, 15.6: 0.19%, 17.6: 0.00%}
red_blood_cell_distribution_width	19	4426165	4426182	19_4226652_4587711	A	{16.0: 0.52%, 17.0: 69.98%, 18.0: 29.50%}	2.92e-27	+	intron:CHAF1A:protein_coding	not	0.0	0.0										0.645, 0.0346, 0.509, 0.00844, 0.00323	NA, +, NA, +, +	{16.0: 0.04%, 17.0: 89.46%, 18.0: 10.50%}	{16.0: 0.03%, 17.0: 76.39%, 18.0: 23.57%}	{16.0: 0.00%, 17.0: 89.59%, 18.0: 10.41%}	{16.0: 0.28%, 17.0: 69.60%, 18.0: 30.12%}	{16.0: 0.35%, 17.0: 71.48%, 18.0: 28.17%}
red_blood_cell_distribution_width	19	16240964	16240975	19_16092834_16373973	A	{11.0: 14.13%, 12.0: 67.18%, 13.0: 18.68%, 14.0: 0.01%}	2.66e-16	+	multigene;intron:RAB8A:protein_coding;intron:CTD-2231E14.8:lncRNA	confidently	0.999665382340885	1.0	0.99978267757279	0.990198	1.0	1.0	1.0	1.0	0.998806373591065	1.0	1.0	0.21, 0.819, 0.98, 0.104, 0.00697	NA, NA, NA, NA, +	{11.0: 10.30%, 12.0: 78.97%, 13.0: 10.72%, 14.0: 0.01%}	{11.0: 19.71%, 12.0: 64.81%, 13.0: 15.47%, 14.0: 0.01%}	{11.0: 29.43%, 12.0: 67.41%, 13.0: 3.16%, 14.0: 0.00%}	{11.0: 13.24%, 12.0: 67.28%, 13.0: 19.48%, 14.0: 0.00%}	{11.0: 13.74%, 12.0: 66.98%, 13.0: 19.27%, 14.0: 0.01%}
red_blood_cell_distribution_width	19	17252977	17253000	19_17013772_17434577	A	{20.0: 0.00%, 24.0: 60.32%, 25.0: 19.03%, 26.0: 20.59%, 27.0: 0.04%, 34.0: 0.01%}	1.13e-48	+	intron:MYO9B:protein_coding	confidently	0.990408492375272	0.953636	0.992318402386419	0.863582	0.937724	0.932068	0.915093	0.953636	0.971706197881975	0.893333	0.854673	0.0289, 0.727, 0.0262, 0.000308, 0.0105	+, NA, +, +, +	{20.0: 0.01%, 24.0: 31.66%, 25.0: 38.62%, 26.0: 25.13%, 27.0: 3.88%, 34.0: 0.70%}	{20.0: 0.07%, 24.0: 62.62%, 25.0: 15.49%, 26.0: 21.71%, 27.0: 0.06%, 34.0: 0.05%}	{20.0: 0.04%, 24.0: 66.00%, 25.0: 26.77%, 26.0: 7.18%, 27.0: 0.01%, 34.0: 0.01%}	{20.0: 0.00%, 24.0: 59.96%, 25.0: 19.76%, 26.0: 20.25%, 27.0: 0.02%, 34.0: 0.01%}	{20.0: 0.01%, 24.0: 61.82%, 25.0: 19.09%, 26.0: 18.84%, 27.0: 0.21%, 34.0: 0.02%}
red_blood_cell_distribution_width	22	32897470	32897484	22_32733428_33034251	A	{10.0: 0.00%, 13.0: 21.66%, 14.0: 38.19%, 15.0: 39.98%, 16.0: 0.16%, 18.0: 0.02%}	4.56e-35	-	intergenic	not	0.0	0.00145637										0.0378, 0.342, 0.445, 0.0971, 0.0127	-, NA, NA, NA, -	{10.0: 0.01%, 13.0: 9.31%, 14.0: 42.75%, 15.0: 41.32%, 16.0: 0.91%, 18.0: 5.69%}	{10.0: 0.10%, 13.0: 13.19%, 14.0: 37.80%, 15.0: 48.59%, 16.0: 0.29%, 18.0: 0.02%}	{10.0: 0.01%, 13.0: 12.85%, 14.0: 54.32%, 15.0: 32.10%, 16.0: 0.71%, 18.0: 0.00%}	{10.0: 0.00%, 13.0: 22.41%, 14.0: 39.56%, 15.0: 37.87%, 16.0: 0.15%, 18.0: 0.02%}	{10.0: 0.00%, 13.0: 21.00%, 14.0: 37.76%, 15.0: 41.00%, 16.0: 0.20%, 18.0: 0.05%}
shbg	1	23817932	23817947	1_23477620_23955827	A	{13.0: 4.29%, 14.0: 70.82%, 15.0: 16.62%, 16.0: 8.01%, 17.0: 0.26%}	9.16e-17	-	intergenic	confidently	0.996282868707666	1.0	0.998176738660093	1.0	1.0	1.0	1.0	1.0	0.984921849027138	1.0	1.0	0.649, 0.285, 0.338, 0.132, 0.0571	NA, NA, NA, NA, NA	{13.0: 7.42%, 14.0: 15.50%, 15.0: 53.36%, 16.0: 23.60%, 17.0: 0.12%}	{13.0: 2.50%, 14.0: 56.44%, 15.0: 30.30%, 16.0: 8.87%, 17.0: 1.88%}	{13.0: 0.04%, 14.0: 55.72%, 15.0: 31.66%, 16.0: 12.12%, 17.0: 0.46%}	{13.0: 3.70%, 14.0: 70.33%, 15.0: 16.96%, 16.0: 8.76%, 17.0: 0.25%}	{13.0: 5.60%, 14.0: 69.89%, 15.0: 16.33%, 16.0: 7.80%, 17.0: 0.38%}
shbg	1	27247247	27247280	1_26493142_28147862	A	{33.0: 0.00%, 34.0: 84.27%, 35.0: 7.75%, 36.0: 5.53%, 37.0: 2.45%}	7.17e-54	-	intron:NUDC:protein_coding	not	0.0	0.0										0.258, 0.402, 0.383, 0.015, 0.176	NA, NA, NA, -, NA	{33.0: 0.05%, 34.0: 77.48%, 35.0: 16.31%, 36.0: 5.81%, 37.0: 0.36%}	{33.0: 0.12%, 34.0: 88.18%, 35.0: 7.51%, 36.0: 3.51%, 37.0: 0.67%}	{33.0: 0.81%, 34.0: 93.76%, 35.0: 4.86%, 36.0: 0.48%, 37.0: 0.09%}	{33.0: 0.00%, 34.0: 83.48%, 35.0: 8.22%, 36.0: 5.94%, 37.0: 2.34%}	{33.0: 0.01%, 34.0: 84.44%, 35.0: 8.15%, 36.0: 5.15%, 37.0: 2.26%}
shbg	1	93858126	93858136	1_92539966_94128816	A	{10.0: 18.39%, 11.0: 18.46%, 12.0: 63.09%, 13.0: 0.06%}	1.7e-11	-	intergenic	not	0.0	0.0										0.0947, 0.65, 0.513, 0.159, 0.572	NA, NA, NA, NA, NA	{10.0: 20.13%, 11.0: 59.92%, 12.0: 19.95%, 13.0: 0.00%}	{10.0: 30.26%, 11.0: 4.98%, 12.0: 64.63%, 13.0: 0.13%}	{10.0: 29.20%, 11.0: 4.54%, 12.0: 66.25%, 13.0: 0.01%}	{10.0: 19.05%, 11.0: 19.74%, 12.0: 61.18%, 13.0: 0.03%}	{10.0: 17.72%, 11.0: 18.00%, 12.0: 64.22%, 13.0: 0.06%}
